6902
7915
9128
26680
128484
32349
35773
29997
44562
57390
64412
87367
88420
113522
106204
119538
127014
144965
208651
166799
179936
189319
188448
206296
224423
237073
237189
250103
251699
261869
265253
280003
292374
296887
311236
194013
86534
95292
88145
94726
89741
109446
104230
117130
105508
217094
108755
227099
69278
72808
69638
77181
77203
79048
78967
83242
84176
84616
